taxon	sequenceID	genotype	isolate	country	collection_year
alignment/AL_CHIKV_Asian/member/ncbi-curated/KX262992	KX262992	Asian	CHIKV/Homo sapiens/GLP/YO-111213/2014	Guadeloupe	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KX262994	KX262994	Asian	CHIKV/Homo sapiens/GUF/YO-123223/2014	French Guiana	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY272961	KY272961	Asian	-	Dominican Republic	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY272962	KY272962	Asian	-	Dominican Republic	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY272963	KY272963	Asian	-	Dominican Republic	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY272964	KY272964	Asian	-	Dominican Republic	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY272965	KY272965	Asian	-	Dominican Republic	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY272966	KY272966	Asian	-	Dominican Republic	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY272967	KY272967	Asian	-	Dominican Republic	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY272968	KY272968	Asian	-	Dominican Republic	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY272969	KY272969	Asian	-	Dominican Republic	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY272970	KY272970	Asian	-	Dominican Republic	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435454	KY435454	Asian	-	Trinidad and Tobago	2011
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435455	KY435455	Asian	-	Anguilla	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435456	KY435456	Asian	-	Suriname	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435457	KY435457	Asian	-	Montserrat	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435458	KY435458	Asian	-	Guyana	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435459	KY435459	Asian	-	Cayman Islands	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435460	KY435460	Asian	-	Cayman Islands	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435461	KY435461	Asian	-	Jamaica	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435462	KY435462	Asian	-	Jamaica	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435463	KY435463	Asian	-	Suriname	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435464	KY435464	Asian	-	Barbados	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435465	KY435465	Asian	-	Trinidad and Tobago	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435466	KY435466	Asian	-	Barbados	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435467	KY435467	Asian	-	Montserrat	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435468	KY435468	Asian	-	Jamaica	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435469	KY435469	Asian	-	Grenada	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435470	KY435470	Asian	-	Bahamas	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435471	KY435471	Asian	-	Turks and Caicos Islands	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435472	KY435472	Asian	-	Grenada	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435473	KY435473	Asian	-	Saint Lucia	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435474	KY435474	Asian	-	Saint Lucia	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435475	KY435475	Asian	-	Saint Vincent and the Grenadines	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435476	KY435476	Asian	-	Turks and Caicos Islands	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435477	KY435477	Asian	-	Guyana	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435478	KY435478	Asian	-	Guyana	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435479	KY435479	Asian	-	Antigua and Barbuda	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435480	KY435480	Asian	-	Haiti	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435481	KY435481	Asian	-	Saint Lucia	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435482	KY435482	Asian	-	Saint Kitts and Nevis	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435483	KY435483	Asian	-	Anguilla	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435484	KY435484	Asian	-	Dominica	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435485	KY435485	Asian	-	Dominica	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY435486	KY435486	Asian	-	British Virgin Islands	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY575565	KY575565	Asian	CHIKV/Homo sapiens/USA/IDR1400024561/2014	USA	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY575566	KY575566	Asian	CHIKV/Homo sapiens/USA/IDR1400019200/2014	USA	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY575569	KY575569	Asian	CHIKV/Homo sapiens/USA/IDR1400021488/2014	USA	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY575572	KY575572	Asian	CHIKV/Homo sapiens/USA/IDR1400023906/2014	USA	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY575573	KY575573	Asian	CHIKV/Homo sapiens/USA/IDR1400021177/2014	USA	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/KY645999	KY645999	Asian	-	Colombia: Santander, Giron	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/KY646000	KY646000	Asian	-	Colombia: Santander, Giron	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/KY649628	KY649628	Asian	-	Indonesia	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/KY649629	KY649629	Asian	-	Indonesia	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/KY649630	KY649630	Asian	-	Indonesia	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680347	KY680347	Asian	CHIKV/Homo sapiens/USA/CKVHL_47/2014	USA: Broward County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680349	KY680349	Asian	CHIKV/Homo sapiens/USA/CKVHL_97/2014	USA: Orange County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680350	KY680350	Asian	CHIKV/Homo sapiens/USA/CKVHL_61/2014	USA: Osceola County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680351	KY680351	Asian	CHIKV/Homo sapiens/USA/CKVHL_26/2014	USA: Hillsborough County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680352	KY680352	Asian	CHIKV/Homo sapiens/USA/CKVHL_126/2014	USA: Broward County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680353	KY680353	Asian	CHIKV/Homo sapiens/USA/CKVHL_90/2014	USA: Seminole County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680354	KY680354	Asian	CHIKV/Homo sapiens/USA/CKVHL_32/2014	USA: Hillsborough County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680355	KY680355	Asian	CHIKV/Homo sapiens/USA/CKVHL_125/2014	USA: Palm Beach County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680357	KY680357	Asian	CHIKV/Homo sapiens/USA/CKVHL_51/2014	USA: Orange County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680360	KY680360	Asian	CHIKV/Homo sapiens/USA/CKVHL_114/2014	USA: Broward County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680361	KY680361	Asian	CHIKV/Homo sapiens/USA/CKVHL_136/2014	USA: Broward County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680363	KY680363	Asian	CHIKV/Homo sapiens/USA/CKVHL_111/2014	USA: Dade County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680364	KY680364	Asian	CHIKV/Homo sapiens/USA/CKVHL_139/2014	USA: Dade County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680365	KY680365	Asian	CHIKV/Homo sapiens/USA/CKVHL_66/2014	USA: Seminole County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680366	KY680366	Asian	CHIKV/Homo sapiens/USA/CKVHL_10/2015	USA: Palm Beach County	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680368	KY680368	Asian	CHIKV/Homo sapiens/USA/CKVHL_115/2014	USA: Palm Beach County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680370	KY680370	Asian	CHIKV/Homo sapiens/USA/CKVHL_57/2014	USA: Orange County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680371	KY680371	Asian	CHIKV/Homo sapiens/USA/CKVHL_95/2014	USA: Palm Beach County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680373	KY680373	Asian	CHIKV/Homo sapiens/USA/CKVHL_113/2014	USA: Duval County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680374	KY680374	Asian	CHIKV/Homo sapiens/USA/CKVHL_89/2014	USA: Osceola County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680375	KY680375	Asian	CHIKV/Homo sapiens/USA/CKVHL_24/2014	USA: Osceola County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680376	KY680376	Asian	CHIKV/Homo sapiens/USA/CKVHL_85/2014	USA: Polk County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680377	KY680377	Asian	CHIKV/Homo sapiens/USA/CKVHL_28/2014	USA: Polk County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680378	KY680378	Asian	CHIKV/Homo sapiens/USA/CKVHL_103/2014	USA: Collier County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680379	KY680379	Asian	CHIKV/Homo sapiens/USA/CKVHL_53/2014	USA: Hillsborough County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680380	KY680380	Asian	CHIKV/Homo sapiens/USA/CKVHL_104/2014	USA	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680381	KY680381	Asian	CHIKV/Homo sapiens/USA/CKVHL_79/2014	USA: Osceola County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680384	KY680384	Asian	CHIKV/Homo sapiens/USA/CKVHL_03/2014	USA: Orange County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680385	KY680385	Asian	CHIKV/Homo sapiens/USA/CKVHL_70/2014	USA: Polk County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680386	KY680386	Asian	CHIKV/Homo sapiens/USA/CKVHL_16/2014	USA: Broward County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680387	KY680387	Asian	CHIKV/Homo sapiens/USA/CKVHL_18/2014	USA: Osceola County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680388	KY680388	Asian	CHIKV/Homo sapiens/USA/CKVHL_76/2014	USA: Polk County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680389	KY680389	Asian	CHIKV/Homo sapiens/USA/CKVHL_59/2015	USA: Osceola County	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680390	KY680390	Asian	CHIKV/Homo sapiens/USA/CKVHL_23/2014	USA: Hillsborough County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680391	KY680391	Asian	CHIKV/Homo sapiens/USA/CKVHL_72/2014	USA: Orange County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680392	KY680392	Asian	CHIKV/Homo sapiens/USA/CKVHL_09/2014	USA: Osceola County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680394	KY680394	Asian	CHIKV/Homo sapiens/USA/CKVHL_99/2014	USA: Osceola County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680395	KY680395	Asian	CHIKV/Homo sapiens/USA/CKVHL_08/2014	USA: Dade County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680396	KY680396	Asian	CHIKV/Homo sapiens/USA/CKVHL_35/2014	USA: Osceola County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680398	KY680398	Asian	CHIKV/Homo sapiens/USA/CKVHL_119/2014	USA: Palm Beach County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680399	KY680399	Asian	CHIKV/Homo sapiens/USA/CKVHL_120/2014	USA: Duval County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680400	KY680400	Asian	CHIKV/Homo sapiens/USA/CKVHL_27/2014	USA: Pasco County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680401	KY680401	Asian	CHIKV/Homo sapiens/USA/CKVHL_101/2014	USA	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680406	KY680406	Asian	CHIKV/Homo sapiens/USA/CKVHL_05/2014	USA: Polk County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680407	KY680407	Asian	CHIKV/Homo sapiens/USA/CKVHL_116/2014	USA: Duval County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680408	KY680408	Asian	CHIKV/Homo sapiens/USA/CKVHL_34/2014	USA: Dade County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680409	KY680409	Asian	CHIKV/Homo sapiens/USA/CKVHL_124/2014	USA: Duval County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680410	KY680410	Asian	CHIKV/Homo sapiens/USA/CKVHL_20/2014	USA: Osceola County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680412	KY680412	Asian	CHIKV/Homo sapiens/USA/CKVHL_88/2014	USA: Dade County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680413	KY680413	Asian	CHIKV/Homo sapiens/USA/CKVHL_128/2014	USA: Duval County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY680414	KY680414	Asian	CHIKV/Homo sapiens/USA/CKVHL_21/2014	USA: Seminole County	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703888	KY703888	Asian	CHIKV/Homo sapiens/NIC/1885.1D/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703889	KY703889	Asian	CHIKV/Homo sapiens/NIC/1863.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703890	KY703890	Asian	CHIKV/Homo sapiens/NIC/11132-15/2015	Nicaragua: Masaya	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703891	KY703891	Asian	CHIKV/Homo sapiens/NIC/11006-15/2015	Nicaragua: Rivas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703892	KY703892	Asian	CHIKV/Homo sapiens/NIC/1988.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703893	KY703893	Asian	CHIKV/Homo sapiens/NIC/1908.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703894	KY703894	Asian	CHIKV/Homo sapiens/NIC/6446.1LA1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703896	KY703896	Asian	CHIKV/Homo sapiens/NIC/1816.1E/2014	Nicaragua: Managua	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703897	KY703897	Asian	CHIKV/Homo sapiens/NIC/1825.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703898	KY703898	Asian	CHIKV/Homo sapiens/NIC/1897.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703899	KY703899	Asian	CHIKV/Homo sapiens/NIC/12438-15/2015	Nicaragua: Nuevo Segovia	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703900	KY703900	Asian	CHIKV/Homo sapiens/NIC/1993.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703901	KY703901	Asian	CHIKV/Homo sapiens/NIC/1838.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703902	KY703902	Asian	CHIKV/Homo sapiens/NIC/CKVGH11/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703903	KY703903	Asian	CHIKV/Homo sapiens/NIC/1912.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703904	KY703904	Asian	CHIKV/Homo sapiens/NIC/5823.11A1/2014	Nicaragua: Managua	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703905	KY703905	Asian	CHIKV/Homo sapiens/NIC/1920.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703906	KY703906	Asian	CHIKV/Homo sapiens/NIC/1914.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703907	KY703907	Asian	CHIKV/Homo sapiens/NIC/996.12.A.1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703909	KY703909	Asian	CHIKV/Homo sapiens/NIC/1842.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703910	KY703910	Asian	CHIKV/Homo sapiens/NIC/12062-15/2015	Nicaragua: Nuevo Segovia	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703911	KY703911	Asian	CHIKV/Homo sapiens/NIC/1167.12.A.1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703912	KY703912	Asian	CHIKV/Homo sapiens/NIC/15388-15/2015	Nicaragua: Carazo	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703913	KY703913	Asian	CHIKV/Homo sapiens/NIC/1878.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703914	KY703914	Asian	CHIKV/Homo sapiens/NIC/1886.1D/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703915	KY703915	Asian	CHIKV/Homo sapiens/NIC/1857.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703916	KY703916	Asian	CHIKV/Homo sapiens/NIC/6556.12.A.1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703917	KY703917	Asian	CHIKV/Homo sapiens/NIC/14-16/2015	Nicaragua: Esteli	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703918	KY703918	Asian	CHIKV/Homo sapiens/NIC/1839.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703919	KY703919	Asian	CHIKV/Homo sapiens/NIC/1844.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703920	KY703920	Asian	CHIKV/Homo sapiens/NIC/13491-15/2015	Nicaragua: Granada	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703921	KY703921	Asian	CHIKV/Homo sapiens/NIC/1967.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703922	KY703922	Asian	CHIKV/Homo sapiens/NIC/7074.12A1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703923	KY703923	Asian	CHIKV/Homo sapiens/NIC/1925.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703924	KY703924	Asian	CHIKV/Homo sapiens/NIC/1879.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703925	KY703925	Asian	CHIKV/Homo sapiens/NIC/5201.12A1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703926	KY703926	Asian	CHIKV/Homo sapiens/NIC/1891.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703928	KY703928	Asian	CHIKV/Homo sapiens/NIC/1847.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703929	KY703929	Asian	CHIKV/Homo sapiens/NIC/14735-15/2015	Nicaragua: Boaco	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703930	KY703930	Asian	CHIKV/Homo sapiens/NIC/4912.12.A.1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703931	KY703931	Asian	CHIKV/Homo sapiens/NIC/1924.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703932	KY703932	Asian	CHIKV/Homo sapiens/NIC/1890.1D/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703933	KY703933	Asian	CHIKV/Homo sapiens/NIC/8476.1LA1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703934	KY703934	Asian	CHIKV/Homo sapiens/NIC/8065.1LA1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703935	KY703935	Asian	CHIKV/Homo sapiens/NIC/4900.12.A.1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703936	KY703936	Asian	CHIKV/Homo sapiens/NIC/1497.1LA1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703937	KY703937	Asian	CHIKV/Homo sapiens/NIC/1956.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703938	KY703938	Asian	CHIKV/Homo sapiens/NIC/1852.1D/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703939	KY703939	Asian	CHIKV/Homo sapiens/NIC/14577-15/2015	Nicaragua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703940	KY703940	Asian	CHIKV/Homo sapiens/NIC/1756.1C/2014	Nicaragua: Managua	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703941	KY703941	Asian	CHIKV/Homo sapiens/NIC/12687-15/2015	Nicaragua: Carazo	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703942	KY703942	Asian	CHIKV/Homo sapiens/NIC/86.12.A.1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703943	KY703943	Asian	CHIKV/Homo sapiens/NIC/1948.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703944	KY703944	Asian	CHIKV/Homo sapiens/NIC/1938.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703945	KY703945	Asian	CHIKV/Homo sapiens/NIC/1937.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703947	KY703947	Asian	CHIKV/Homo sapiens/NIC/1778.1C/2014	Nicaragua: Managua	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703948	KY703948	Asian	CHIKV/Homo sapiens/NIC/1889.1D/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703949	KY703949	Asian	CHIKV/Homo sapiens/NIC/1824.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703950	KY703950	Asian	CHIKV/Homo sapiens/NIC/1790.1C/2014	Nicaragua: Managua	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703951	KY703951	Asian	CHIKV/Homo sapiens/NIC/5883.12A1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703953	KY703953	Asian	CHIKV/Homo sapiens/NIC/3116.1LA1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703954	KY703954	Asian	CHIKV/Homo sapiens/NIC/1758.1C/2014	Nicaragua: Managua	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703956	KY703956	Asian	CHIKV/Homo sapiens/NIC/7172.11A1/2014	Nicaragua: Managua	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703957	KY703957	Asian	CHIKV/Homo sapiens/NIC/7555.12A1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703958	KY703958	Asian	CHIKV/Homo sapiens/NIC/1985.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703959	KY703959	Asian	CHIKV/Homo sapiens/NIC/1800.1D/2014	Nicaragua: Managua	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703961	KY703961	Asian	CHIKV/Homo sapiens/NIC/7101.12.A./2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703962	KY703962	Asian	CHIKV/Homo sapiens/NIC/11630-15/2015	Nicaragua: Nuevo Segovia	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703963	KY703963	Asian	CHIKV/Homo sapiens/NIC/1913.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703964	KY703964	Asian	CHIKV/Homo sapiens/NIC/12238-15/2015	Nicaragua: Leon	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703965	KY703965	Asian	CHIKV/Homo sapiens/NIC/1909.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703966	KY703966	Asian	CHIKV/Homo sapiens/NIC/4036.12.A.1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703968	KY703968	Asian	CHIKV/Homo sapiens/NIC/1837.1D/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703971	KY703971	Asian	CHIKV/Homo sapiens/NIC/14906-15/2015	Nicaragua: Carazo	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703972	KY703972	Asian	CHIKV/Homo sapiens/NIC/1805.1E/2014	Nicaragua: Managua	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703973	KY703973	Asian	CHIKV/Homo sapiens/NIC/6523.12.A.1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703974	KY703974	Asian	CHIKV/Homo sapiens/NIC/1910.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703975	KY703975	Asian	CHIKV/Homo sapiens/NIC/11091-15/2015	Nicaragua: Masaya	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703976	KY703976	Asian	CHIKV/Homo sapiens/NIC/6450.12A1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703977	KY703977	Asian	CHIKV/Homo sapiens/NIC/1835.12A1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703979	KY703979	Asian	CHIKV/Homo sapiens/NIC/11093-15/2015	Nicaragua: Matagalpa	2015
